SIPP,PickupDateFrom,PickupLocationCode,Duration,CurrentSellPrice,Netrate
HDMR,3/09/2023,Porto Airport,24,14.79,9.3
HDMR,3/09/2023,Porto Airport,9,14.43,7
HDMR,3/09/2023,Porto Airport,25,14.79,9.3
HDMR,3/09/2023,Porto Airport,2,29.05,8.5
HDMR,3/09/2023,Porto Airport,21,14.79,9.3
HDMR,3/09/2023,Porto Airport,17,14.79,8.8
DDMR,6/09/2023,Porto Airport,29,18.26,17.6
DDMR,6/09/2023,Porto Airport,10,16.93,12
DDMR,6/09/2023,Porto Airport,7,16.93,12.3
DDMR,6/09/2023,Porto Airport,30,18.26,17.6
DDMR,6/09/2023,Porto Airport,21,18.26,16.8
HDMR,3/09/2023,Porto Airport,3,17.38,8.5
SFMR,3/09/2023,Porto Airport,29,21.35,21
SFMR,4/09/2023,Porto Airport,29,21.25,21
SFMR,4/09/2023,Porto Airport,4,23.77,16
SFMR,4/09/2023,Porto Airport,10,21.5,16.6
SFMR,4/09/2023,Porto Airport,16,21.25,19
SFMR,4/09/2023,Porto Airport,19,21.25,19
SFMR,4/09/2023,Porto Airport,27,21.25,20.8
SFMR,4/09/2023,Porto Airport,11,21.5,16.6
SFMR,4/09/2023,Porto Airport,7,21.5,16
SFMR,4/09/2023,Porto Airport,31,21.25,21
SFMR,4/09/2023,Porto Airport,22,21.25,20.8
SFMR,4/09/2023,Porto Airport,28,21.25,21
SFMR,4/09/2023,Porto Airport,30,21.25,21
SFMR,4/09/2023,Porto Airport,25,21.25,20.8
MDMR,9/09/2023,Porto Airport,3,19.56,8.1
MDMR,6/09/2023,Porto Airport,30,15.66,12.6
MDMR,6/09/2023,Porto Airport,1,27.63,8.1
MDMR,6/09/2023,Porto Airport,26,15.66,9
MDMR,6/09/2023,Porto Airport,2,27.63,8.1
MDMR,6/09/2023,Porto Airport,4,16.72,7.3
MDMR,6/09/2023,Porto Airport,19,15.66,8.6
MDMR,6/09/2023,Porto Airport,14,15.66,6.8
MDMR,6/09/2023,Porto Airport,6,17.24,7.3
MDMR,6/09/2023,Porto Airport,28,15.66,12.6
MDMR,6/09/2023,Porto Airport,24,15.66,9
MDMR,6/09/2023,Porto Airport,5,17.24,7.3
MDMR,9/09/2023,Porto Airport,23,14.61,9
MDMR,9/09/2023,Porto Airport,25,14.61,9
MDMR,9/09/2023,Porto Airport,16,14.61,8.6
MDMR,9/09/2023,Porto Airport,13,14.72,6.8
MDMR,9/09/2023,Porto Airport,29,14.61,12.6
MDMR,2/09/2023,Porto Airport,20,15.52,8.6
MDMR,2/09/2023,Porto Airport,15,15.52,8.6
SFMR,2/09/2023,Porto Airport,18,22.34,19
SFMR,2/09/2023,Porto Airport,6,26.35,16
SFMR,2/09/2023,Porto Airport,15,22.34,19
SFMR,2/09/2023,Porto Airport,13,21.01,16.6
SFMR,2/09/2023,Porto Airport,2,36.14,16.1
CWMR,6/09/2023,Porto Airport,21,22.32,22.3
CWMR,6/09/2023,Porto Airport,7,26.24,17.5
CWMR,6/09/2023,Porto Airport,28,22.32,24.3
CWMR,6/09/2023,Porto Airport,15,22.32,23
CWMR,6/09/2023,Porto Airport,9,26.24,18
CWMR,6/09/2023,Porto Airport,23,22.32,22.3
CWMR,6/09/2023,Porto Airport,11,26.24,18
CWMR,6/09/2023,Porto Airport,14,22.32,18
CWMR,6/09/2023,Porto Airport,5,30.71,17.5
CWMR,6/09/2023,Porto Airport,13,26.24,18
CWMR,6/09/2023,Porto Airport,31,22.32,24.3
DDMR,5/09/2023,Porto Airport,17,18.1,16.1
DDMR,5/09/2023,Porto Airport,2,29.62,12.8
DDMR,5/09/2023,Porto Airport,23,18.1,16.8
DDMR,5/09/2023,Porto Airport,15,18.1,16.1
DDMR,5/09/2023,Porto Airport,20,18.1,16.1
DDMR,5/09/2023,Porto Airport,9,17.42,12
DDMR,5/09/2023,Porto Airport,12,17.42,12
DDMR,5/09/2023,Porto Airport,26,18.1,16.8
DDMR,5/09/2023,Porto Airport,16,18.1,16.1
DDMR,5/09/2023,Porto Airport,8,17.42,12
CWMR,5/09/2023,Porto Airport,8,27.01,18
CWMR,5/09/2023,Porto Airport,6,32.01,17.5
MDMR,2/09/2023,Porto Airport,3,16.86,8.1
CGMR,5/09/2023,Porto Airport,5,21.18,13.3
MCMR,3/09/2023,Porto Airport,9,14.23,6.6
MCMR,3/09/2023,Porto Airport,7,14.23,7
CDAR,5/09/2023,Porto Airport,2,55.99,18.3
CDAR,5/09/2023,Porto Airport,26,32.7,25.8
MCMR,3/09/2023,Porto Airport,18,14.59,8.4
CDMR,3/09/2023,Porto Airport,13,16.43,11
CDMR,3/09/2023,Porto Airport,27,16.79,15.8
CDMR,3/09/2023,Porto Airport,9,16.43,11
CDMR,3/09/2023,Porto Airport,15,16.79,15.1
CDMR,3/09/2023,Porto Airport,19,16.79,15.1
CDMR,3/09/2023,Porto Airport,5,18.76,11.3
CDMR,3/09/2023,Porto Airport,22,16.79,15.8
CDMR,3/09/2023,Porto Airport,25,16.79,15.8
DDMR,6/09/2023,Porto Airport,14,18.26,12
DDMR,6/09/2023,Porto Airport,17,18.26,16.1
DDMR,6/09/2023,Porto Airport,2,30.23,12.8
DDMR,6/09/2023,Porto Airport,23,18.26,16.8
CGAR,9/09/2023,Porto Airport,11,28.88,17
CDMR,3/09/2023,Porto Airport,30,16.79,16.6
CDMR,3/09/2023,Porto Airport,29,16.79,16.6
CDMR,3/09/2023,Porto Airport,24,16.79,15.8
CDMR,3/09/2023,Porto Airport,12,16.43,11
CDMR,3/09/2023,Porto Airport,18,16.79,15.1
CDMR,3/09/2023,Porto Airport,1,31.05,11.8
CDMR,3/09/2023,Porto Airport,21,16.79,15.8
CDMR,3/09/2023,Porto Airport,20,16.79,15.1
CDMR,3/09/2023,Porto Airport,28,16.79,16.6
DDMR,6/09/2023,Porto Airport,15,18.26,16.1
CDMR,3/09/2023,Porto Airport,23,16.79,15.8
CDMR,3/09/2023,Porto Airport,6,18.76,11.3
CGAR,9/09/2023,Porto Airport,10,28.88,17
CGAR,9/09/2023,Porto Airport,30,31.57,26.8
CGAR,9/09/2023,Porto Airport,2,53.59,18.8
CGAR,9/09/2023,Porto Airport,6,37.63,16.5
CGAR,9/09/2023,Porto Airport,15,31.57,21.5
CGAR,9/09/2023,Porto Airport,31,31.57,26.8
CGAR,9/09/2023,Porto Airport,28,31.57,26.8
CGAR,9/09/2023,Porto Airport,13,28.88,17
CGAR,9/09/2023,Porto Airport,27,31.57,26.3
CGAR,9/09/2023,Porto Airport,17,31.57,21.5
CGAR,9/09/2023,Porto Airport,16,31.57,21.5
CGAR,9/09/2023,Porto Airport,24,31.57,26.3
CWMR,3/09/2023,Porto Airport,4,34.16,17.5
CWMR,3/09/2023,Porto Airport,24,26.58,22.3
CGMR,3/09/2023,Porto Airport,9,17.43,13.8
CGMR,3/09/2023,Porto Airport,10,17.43,13.8
DDMR,4/09/2023,Porto Airport,16,17.21,16.1
DDMR,4/09/2023,Porto Airport,8,17.42,12
CWMR,4/09/2023,Porto Airport,8,27.01,18
CWMR,4/09/2023,Porto Airport,6,33.23,17.5
CWMR,4/09/2023,Porto Airport,16,23.05,23
MDMR,5/09/2023,Porto Airport,19,15.5,8.6
MDMR,5/09/2023,Porto Airport,14,15.5,6.8
MDMR,5/09/2023,Porto Airport,6,18.08,7.3
MDMR,5/09/2023,Porto Airport,28,15.5,12.6
MDMR,5/09/2023,Porto Airport,24,15.5,9
MDMR,5/09/2023,Porto Airport,5,18.08,7.3
SFMR,5/09/2023,Porto Airport,14,22.32,16.6
SFMR,9/09/2023,Porto Airport,23,21.25,20.8
SFMR,9/09/2023,Porto Airport,18,21.25,19
SFMR,9/09/2023,Porto Airport,6,26.35,16
MDMR,9/09/2023,Porto Airport,17,14.61,8.6
MDMR,9/09/2023,Porto Airport,9,14.72,6.8
MDMR,9/09/2023,Porto Airport,21,14.61,9
MDMR,9/09/2023,Porto Airport,8,14.72,6.8
SFMR,3/09/2023,Porto Airport,4,24.46,16
SFMR,3/09/2023,Porto Airport,10,20.92,16.6
MDMR,6/09/2023,Porto Airport,22,15.66,9
SFMR,3/09/2023,Porto Airport,16,21.35,19
SFMR,3/09/2023,Porto Airport,19,21.35,19
SFMR,3/09/2023,Porto Airport,27,21.35,20.8
SFMR,3/09/2023,Porto Airport,11,20.92,16.6
SFMR,3/09/2023,Porto Airport,7,20.92,16
SFMR,3/09/2023,Porto Airport,31,21.35,21
SFMR,3/09/2023,Porto Airport,22,21.35,20.8
SFMR,3/09/2023,Porto Airport,28,21.35,21
SFMR,3/09/2023,Porto Airport,30,21.35,21
SFMR,3/09/2023,Porto Airport,25,21.35,20.8
SFMR,3/09/2023,Porto Airport,1,38.46,16.1
MDMR,6/09/2023,Porto Airport,3,16.72,8.1
MDMR,6/09/2023,Porto Airport,23,15.66,9
MDMR,6/09/2023,Porto Airport,25,15.66,9
MDMR,6/09/2023,Porto Airport,16,15.66,8.6
SFMR,3/09/2023,Porto Airport,24,21.35,20.8
SFMR,4/09/2023,Porto Airport,1,36.14,16.1
SFMR,4/09/2023,Porto Airport,24,21.25,20.8
SFMR,4/09/2023,Porto Airport,3,23.77,16.1
SFMR,4/09/2023,Porto Airport,21,21.25,20.8
CGAR,4/09/2023,Porto Airport,19,31.57,21.5
CGAR,4/09/2023,Porto Airport,9,33.2,17
CGAR,4/09/2023,Porto Airport,3,33.21,18.8
CGAR,4/09/2023,Porto Airport,21,31.57,26.3
MDMR,2/09/2023,Porto Airport,23,15.52,9
CWMR,6/09/2023,Porto Airport,18,22.32,23
MDMR,2/09/2023,Porto Airport,13,14.41,6.8
MDMR,2/09/2023,Porto Airport,29,15.52,12.6
MDMR,2/09/2023,Porto Airport,17,15.52,8.6
MDMR,2/09/2023,Porto Airport,9,14.41,6.8
MDMR,2/09/2023,Porto Airport,21,15.52,9
MDMR,2/09/2023,Porto Airport,8,14.41,6.8
SFMR,2/09/2023,Porto Airport,14,22.34,16.6
CWMR,5/09/2023,Porto Airport,16,27.12,23
NBMH,3/09/2023,Porto Airport,13,14.13,6.7
NBMH,3/09/2023,Porto Airport,6,16.46,7.1
NBMH,3/09/2023,Porto Airport,4,17.08,7.1
NBMH,3/09/2023,Porto Airport,25,14.49,8.8
NBMH,3/09/2023,Porto Airport,14,14.49,6.7
NBMH,3/09/2023,Porto Airport,7,14.13,7.1
NBMH,3/09/2023,Porto Airport,1,28.75,8
NBMH,3/09/2023,Porto Airport,2,28.75,8
NBMH,3/09/2023,Porto Airport,12,14.13,6.7
CDAR,4/09/2023,Porto Airport,1,55.99,18.3
CDAR,4/09/2023,Porto Airport,19,31.07,21
CDAR,4/09/2023,Porto Airport,3,32.71,18.3
HDMR,4/09/2023,Porto Airport,7,14.92,7.5
HDMR,4/09/2023,Porto Airport,30,14.71,12.8
HDMR,4/09/2023,Porto Airport,23,14.71,9.3
HDMR,4/09/2023,Porto Airport,10,14.92,7
HDMR,4/09/2023,Porto Airport,1,27.12,8.5
HDMR,4/09/2023,Porto Airport,29,14.71,12.8
HDMR,4/09/2023,Porto Airport,13,14.92,7
HDMR,4/09/2023,Porto Airport,6,18.96,7.5
HDMR,4/09/2023,Porto Airport,26,14.71,9.3
HDMR,3/09/2023,Porto Airport,16,14.79,8.8
HDMR,3/09/2023,Porto Airport,22,14.79,9.3
HDMR,3/09/2023,Porto Airport,31,14.79,12.8
HDMR,3/09/2023,Porto Airport,12,14.43,7
SFMR,5/09/2023,Porto Airport,28,22.32,21
SFMR,5/09/2023,Porto Airport,30,22.32,21
SFMR,5/09/2023,Porto Airport,25,22.32,20.8
CGMR,4/09/2023,Porto Airport,17,17.71,15.8
CGMR,4/09/2023,Porto Airport,29,17.71,17.5
CGMR,4/09/2023,Porto Airport,12,17.92,13.8
CGMR,4/09/2023,Porto Airport,27,17.71,17.3
CGMR,4/09/2023,Porto Airport,31,17.71,17.5
CGMR,4/09/2023,Porto Airport,7,17.92,13.3
HDMR,3/09/2023,Porto Airport,19,14.79,8.8
MCMR,3/09/2023,Porto Airport,22,14.59,8.7
MCMR,3/09/2023,Porto Airport,25,14.59,8.7
MCMR,3/09/2023,Porto Airport,1,28.85,7.9
MCMR,3/09/2023,Porto Airport,6,16.56,7
MCMR,3/09/2023,Porto Airport,20,14.59,8.4
MCMR,3/09/2023,Porto Airport,4,17.18,7
MCMR,3/09/2023,Porto Airport,15,14.59,8.4
MCMR,3/09/2023,Porto Airport,17,14.59,8.4
MCMR,3/09/2023,Porto Airport,2,28.85,7.9
MCMR,3/09/2023,Porto Airport,23,14.59,8.7
MCMR,3/09/2023,Porto Airport,13,14.23,6.6
MCMR,3/09/2023,Porto Airport,24,14.59,8.7
MCMR,3/09/2023,Porto Airport,27,14.59,8.7
MCMR,3/09/2023,Porto Airport,29,14.59,11.7
MCMR,3/09/2023,Porto Airport,30,14.59,11.7
NBMH,3/09/2023,Porto Airport,30,14.49,11.8
HDMR,4/09/2023,Porto Airport,28,14.71,12.8
CDMR,3/09/2023,Porto Airport,17,16.79,15.1
DDMR,6/09/2023,Porto Airport,20,18.26,16.1
CDMR,3/09/2023,Porto Airport,10,16.43,11
CDMR,3/09/2023,Porto Airport,7,16.43,11.3
CDMR,3/09/2023,Porto Airport,14,16.79,11
CDMR,3/09/2023,Porto Airport,3,19.38,11.8
CDMR,3/09/2023,Porto Airport,11,16.43,11
CDMR,3/09/2023,Porto Airport,4,19.38,11.3
CDMR,3/09/2023,Porto Airport,2,31.05,11.8
CDMR,3/09/2023,Porto Airport,8,16.43,11
CDMR,3/09/2023,Porto Airport,26,16.79,15.8
CDMR,3/09/2023,Porto Airport,31,16.79,16.6
CDMR,3/09/2023,Porto Airport,16,16.79,15.1
CDAR,4/09/2023,Porto Airport,29,31.07,26
CDAR,4/09/2023,Porto Airport,24,31.07,25.8
CDAR,4/09/2023,Porto Airport,25,31.07,25.8
CDAR,4/09/2023,Porto Airport,22,31.07,25.8
CDAR,4/09/2023,Porto Airport,9,32.7,16.5
DDMR,6/09/2023,Porto Airport,9,16.93,12
DDMR,6/09/2023,Porto Airport,12,16.93,12
DDMR,6/09/2023,Porto Airport,26,18.26,16.8
DDMR,6/09/2023,Porto Airport,16,18.26,16.1
DDMR,6/09/2023,Porto Airport,8,16.93,12
CWMR,6/09/2023,Porto Airport,8,26.24,18
CWMR,6/09/2023,Porto Airport,6,30.71,17.5
NBMH,3/09/2023,Porto Airport,23,14.49,8.8
NBMH,3/09/2023,Porto Airport,11,14.13,6.7
NBMH,3/09/2023,Porto Airport,21,14.49,8.8
NBMH,3/09/2023,Porto Airport,18,14.49,8.5
NBMH,3/09/2023,Porto Airport,27,14.49,8.8
NBMH,3/09/2023,Porto Airport,22,14.49,8.8
SFMR,9/09/2023,Porto Airport,15,21.25,19
SFMR,9/09/2023,Porto Airport,13,21.38,16.6
CGMR,3/09/2023,Porto Airport,14,17.79,13.8
SFMR,6/09/2023,Porto Airport,22,22.51,20.8
CGMR,3/09/2023,Porto Airport,20,17.79,15.8
CGMR,3/09/2023,Porto Airport,28,17.79,17.5
CGMR,3/09/2023,Porto Airport,18,17.79,15.8
CGMR,3/09/2023,Porto Airport,15,17.79,15.8
CGMR,3/09/2023,Porto Airport,30,17.79,17.5
CGMR,3/09/2023,Porto Airport,21,17.79,17.3
CGMR,3/09/2023,Porto Airport,23,17.79,17.3
CGMR,3/09/2023,Porto Airport,19,17.79,15.8
CGMR,3/09/2023,Porto Airport,1,32.05,13.4
CGMR,3/09/2023,Porto Airport,2,32.05,13.4
CGMR,3/09/2023,Porto Airport,26,17.79,17.3
SFMR,6/09/2023,Porto Airport,1,36.88,16.1
SFMR,6/09/2023,Porto Airport,24,22.51,20.8
SFMR,6/09/2023,Porto Airport,3,23.78,16.1
SFMR,6/09/2023,Porto Airport,21,22.51,20.8
SFMR,6/09/2023,Porto Airport,28,22.51,21
SFMR,6/09/2023,Porto Airport,30,22.51,21
SFMR,6/09/2023,Porto Airport,25,22.51,20.8
CGAR,6/09/2023,Porto Airport,19,36.98,21.5
CGAR,6/09/2023,Porto Airport,9,42.38,17
CGAR,6/09/2023,Porto Airport,3,46.44,18.8
CGAR,6/09/2023,Porto Airport,21,36.98,26.3
CWMR,4/09/2023,Porto Airport,10,27.01,18
CWMR,4/09/2023,Porto Airport,25,23.05,22.3
CWMR,4/09/2023,Porto Airport,30,23.05,24.3
CWMR,4/09/2023,Porto Airport,2,46.78,22
CWMR,4/09/2023,Porto Airport,22,23.05,22.3
SFMR,3/09/2023,Porto Airport,3,24.46,16.1
SFMR,3/09/2023,Porto Airport,21,21.35,20.8
CGAR,3/09/2023,Porto Airport,19,39.08,21.5
CGAR,3/09/2023,Porto Airport,9,44.89,17
CGAR,3/09/2023,Porto Airport,3,47.41,18.8
CGAR,3/09/2023,Porto Airport,21,39.08,26.3
CGAR,3/09/2023,Porto Airport,30,39.08,26.8
CGAR,3/09/2023,Porto Airport,2,70.51,18.8
CGAR,3/09/2023,Porto Airport,6,47.5,16.5
CGAR,3/09/2023,Porto Airport,15,39.08,21.5
CGAR,3/09/2023,Porto Airport,31,39.08,26.8
CGAR,3/09/2023,Porto Airport,28,39.08,26.8
CGAR,3/09/2023,Porto Airport,13,44.89,17
CGAR,3/09/2023,Porto Airport,27,39.08,26.3
CGAR,3/09/2023,Porto Airport,17,39.08,21.5
EDAR,3/09/2023,Porto Airport,26,38.08,25.3
EDAR,3/09/2023,Porto Airport,9,43.89,16
EDAR,3/09/2023,Porto Airport,5,46.5,15.5
HDMR,4/09/2023,Porto Airport,27,14.71,9.3
CGAR,2/09/2023,Porto Airport,13,46.28,17
CGAR,2/09/2023,Porto Airport,27,45.08,26.3
CGAR,2/09/2023,Porto Airport,17,45.08,21.5
CGAR,2/09/2023,Porto Airport,16,45.08,21.5
CGAR,2/09/2023,Porto Airport,24,45.08,26.3
DDMR,2/09/2023,Porto Airport,12,17.01,12
DDMR,2/09/2023,Porto Airport,26,18.12,16.8
EDAR,3/09/2023,Porto Airport,17,38.08,20.5
EDAR,3/09/2023,Porto Airport,22,38.08,25.3
EDAR,3/09/2023,Porto Airport,12,43.89,16
EDAR,3/09/2023,Porto Airport,2,69.51,16.5
EDAR,3/09/2023,Porto Airport,4,46.41,15.5
CGAR,6/09/2023,Porto Airport,4,46.44,16.5
CGAR,6/09/2023,Porto Airport,23,36.98,26.3
SFMR,5/09/2023,Porto Airport,20,22.32,19
SFMR,5/09/2023,Porto Airport,8,21.5,16.6
SFMR,5/09/2023,Porto Airport,12,21.5,16.6
SFMR,5/09/2023,Porto Airport,26,22.32,20.8
SFMR,5/09/2023,Porto Airport,5,25.42,16
SFMR,5/09/2023,Porto Airport,17,22.32,19
SFMR,5/09/2023,Porto Airport,9,21.5,16.6
CWMR,4/09/2023,Porto Airport,21,23.05,22.3
CWMR,4/09/2023,Porto Airport,7,27.01,17.5
CWMR,4/09/2023,Porto Airport,28,23.05,24.3
CWMR,4/09/2023,Porto Airport,15,23.05,23
CWMR,4/09/2023,Porto Airport,9,27.01,18
CWMR,4/09/2023,Porto Airport,23,23.05,22.3
CWMR,4/09/2023,Porto Airport,11,27.01,18
CWMR,4/09/2023,Porto Airport,14,23.05,18
CWMR,4/09/2023,Porto Airport,5,33.23,17.5
CWMR,4/09/2023,Porto Airport,13,27.01,18
CWMR,4/09/2023,Porto Airport,31,23.05,24.3
CWMR,4/09/2023,Porto Airport,18,23.05,23
CWMR,4/09/2023,Porto Airport,19,23.05,23
CWMR,4/09/2023,Porto Airport,20,23.05,23
SFMR,5/09/2023,Porto Airport,23,22.32,20.8
CGMR,3/09/2023,Porto Airport,8,17.43,13.8
CGMR,3/09/2023,Porto Airport,22,17.79,17.3
CGMR,3/09/2023,Porto Airport,24,17.79,17.3
CGMR,3/09/2023,Porto Airport,4,20.38,13.3
CGMR,3/09/2023,Porto Airport,11,17.43,13.8
CGMR,3/09/2023,Porto Airport,3,20.38,13.4
CGMR,3/09/2023,Porto Airport,6,19.76,13.3
EDAR,3/09/2023,Porto Airport,28,38.08,25.3
EDAR,3/09/2023,Porto Airport,15,38.08,20.5
EDAR,3/09/2023,Porto Airport,10,43.89,16
EDAR,3/09/2023,Porto Airport,16,38.08,20.5
EDAR,3/09/2023,Porto Airport,1,69.51,16.5
CGAR,9/09/2023,Porto Airport,14,31.57,17
CGAR,9/09/2023,Porto Airport,8,28.88,17
DDMR,9/09/2023,Porto Airport,19,17.21,16.1
CWMR,5/09/2023,Porto Airport,10,27.01,18
DDMR,2/09/2023,Porto Airport,16,18.12,16.1
DDMR,2/09/2023,Porto Airport,8,17.01,12
CWMR,5/09/2023,Porto Airport,25,27.12,22.3
CGAR,2/09/2023,Porto Airport,14,45.08,17
CWMR,5/09/2023,Porto Airport,30,27.12,24.3
CGAR,2/09/2023,Porto Airport,8,46.28,17
CWMR,5/09/2023,Porto Airport,2,44.74,22
CWMR,5/09/2023,Porto Airport,22,27.12,22.3
CGAR,2/09/2023,Porto Airport,18,45.08,21.5
CWMR,5/09/2023,Porto Airport,21,27.12,22.3
CWMR,5/09/2023,Porto Airport,7,27.01,17.5
CWMR,5/09/2023,Porto Airport,28,27.12,24.3
CGAR,2/09/2023,Porto Airport,5,49.32,16.5
HDMR,4/09/2023,Porto Airport,8,14.92,7
HDMR,4/09/2023,Porto Airport,5,18.96,7.5
HDMR,4/09/2023,Porto Airport,14,14.71,7
HDMR,4/09/2023,Porto Airport,24,14.71,9.3
HDMR,4/09/2023,Porto Airport,9,14.92,7
HDMR,4/09/2023,Porto Airport,25,14.71,9.3
HDMR,4/09/2023,Porto Airport,2,27.12,8.5
HDMR,4/09/2023,Porto Airport,21,14.71,9.3
HDMR,4/09/2023,Porto Airport,17,14.71,8.8
HDMR,4/09/2023,Porto Airport,15,14.71,8.8
HDMR,4/09/2023,Porto Airport,4,16.81,7.5
HDMR,4/09/2023,Porto Airport,18,14.71,8.8
HDMR,4/09/2023,Porto Airport,11,14.92,7
SFMR,2/09/2023,Porto Airport,19,22.34,19
SFMR,2/09/2023,Porto Airport,27,22.34,20.8
SFMR,2/09/2023,Porto Airport,11,21.01,16.6
NBMH,3/09/2023,Porto Airport,5,16.46,7.1
NBMH,3/09/2023,Porto Airport,9,14.13,6.7
EDAR,3/09/2023,Porto Airport,11,43.89,16
EDAR,3/09/2023,Porto Airport,19,38.08,20.5
EDAR,3/09/2023,Porto Airport,24,38.08,25.3
EDAR,3/09/2023,Porto Airport,29,38.08,25.3
EDAR,3/09/2023,Porto Airport,7,43.89,15.5
EDAR,3/09/2023,Porto Airport,30,38.08,25.3
EDAR,3/09/2023,Porto Airport,23,38.08,25.3
NBMH,11/09/2023,Porto Airport,17,15.46,8.5
SFMR,2/09/2023,Porto Airport,7,21.01,16
SFMR,2/09/2023,Porto Airport,31,22.34,21
SFMR,2/09/2023,Porto Airport,22,22.34,20.8
SFMR,2/09/2023,Porto Airport,28,22.34,21
CGMR,6/09/2023,Porto Airport,14,18.76,13.8
EDAR,3/09/2023,Porto Airport,13,43.89,16
EDAR,3/09/2023,Porto Airport,27,38.08,25.3
EDAR,3/09/2023,Porto Airport,18,38.08,20.5
EDAR,3/09/2023,Porto Airport,21,38.08,25.3
EDAR,3/09/2023,Porto Airport,25,38.08,25.3
EDAR,3/09/2023,Porto Airport,6,46.5,15.5
SFMR,2/09/2023,Porto Airport,30,22.34,21
SFMR,2/09/2023,Porto Airport,25,22.34,20.8
SFMR,2/09/2023,Porto Airport,1,36.14,16.1
HDMR,4/09/2023,Porto Airport,20,14.71,8.8
MDMR,2/09/2023,Porto Airport,22,15.52,9
NBMH,3/09/2023,Porto Airport,19,14.49,8.5
CWMR,6/09/2023,Porto Airport,19,22.32,23
SFMR,2/09/2023,Porto Airport,20,22.34,19
SFMR,2/09/2023,Porto Airport,8,21.01,16.6
CWMR,6/09/2023,Porto Airport,20,22.32,23
SFMR,2/09/2023,Porto Airport,12,21.01,16.6
SFMR,2/09/2023,Porto Airport,26,22.34,20.8
SFMR,2/09/2023,Porto Airport,5,26.35,16
SFMR,2/09/2023,Porto Airport,17,22.34,19
SFMR,2/09/2023,Porto Airport,9,21.01,16.6
SFMR,2/09/2023,Porto Airport,23,22.34,20.8
NBMH,3/09/2023,Porto Airport,29,14.49,11.8
NBMH,3/09/2023,Porto Airport,26,14.49,8.8
NBMH,3/09/2023,Porto Airport,8,14.13,6.7
CDMR,8/09/2023,Porto Airport,19,17.24,15.1
CDMR,8/09/2023,Porto Airport,5,20.18,11.3
HDMR,22/09/2023,Porto Airport,29,14.36,12.8
MCMR,22/09/2023,Porto Airport,29,14.16,11.7
HDMR,15/09/2023,Porto Airport,29,16.36,12.8
MCMR,15/09/2023,Porto Airport,29,16.16,11.7
CDMR,15/09/2023,Porto Airport,29,18.36,16.6
CGMR,18/09/2023,Porto Airport,29,18.15,17.5
DDMR,25/09/2023,Porto Airport,29,17.65,17.6
CDAR,18/09/2023,Porto Airport,29,20.77,26
DDMR,18/09/2023,Porto Airport,29,17.65,17.6
CWMR,18/09/2023,Porto Airport,29,20.95,24.3
MDMR,18/09/2023,Porto Airport,29,15.05,12.6
CDMR,25/09/2023,Porto Airport,29,17.15,16.6
CGAR,18/09/2023,Porto Airport,29,21.27,26.8
CGMR,3/09/2023,Porto Airport,16,17.79,15.8
CGMR,3/09/2023,Porto Airport,25,17.79,17.3
CGMR,3/09/2023,Porto Airport,17,17.79,15.8
CGMR,3/09/2023,Porto Airport,29,17.79,17.5
CGMR,3/09/2023,Porto Airport,12,17.43,13.8
CGMR,3/09/2023,Porto Airport,27,17.79,17.3
CGMR,3/09/2023,Porto Airport,31,17.79,17.5
CGMR,3/09/2023,Porto Airport,7,17.43,13.3
CGMR,3/09/2023,Porto Airport,13,17.43,13.8
CGMR,3/09/2023,Porto Airport,5,19.76,13.3
CDAR,3/09/2023,Porto Airport,2,70.01,18.3
SFMR,9/09/2023,Porto Airport,2,36.13,16.1
SFMR,9/09/2023,Porto Airport,29,21.25,21
CDAR,3/09/2023,Porto Airport,26,38.58,25.8
CDAR,3/09/2023,Porto Airport,17,38.58,21
CDAR,3/09/2023,Porto Airport,23,38.58,25.8
CDAR,3/09/2023,Porto Airport,14,38.58,16.5
CDAR,3/09/2023,Porto Airport,27,38.58,25.8
CDAR,3/09/2023,Porto Airport,16,38.58,21
CWMR,4/09/2023,Porto Airport,27,23.05,22.3
CDAR,3/09/2023,Porto Airport,4,46.91,16
CDAR,3/09/2023,Porto Airport,15,38.58,21
CDAR,3/09/2023,Porto Airport,29,38.58,26
CGAR,6/09/2023,Porto Airport,25,36.98,26.3
CGAR,6/09/2023,Porto Airport,22,36.98,26.3
SFMR,5/09/2023,Porto Airport,18,22.32,19
CDAR,3/09/2023,Porto Airport,24,38.58,25.8
CDAR,3/09/2023,Porto Airport,25,38.58,25.8
SFMR,5/09/2023,Porto Airport,6,25.42,16
SFMR,5/09/2023,Porto Airport,15,22.32,19
SFMR,5/09/2023,Porto Airport,13,21.5,16.6
SFMR,2/09/2023,Porto Airport,24,22.34,20.8
SFMR,2/09/2023,Porto Airport,3,23.95,16.1
SFMR,2/09/2023,Porto Airport,21,22.34,20.8
CGAR,2/09/2023,Porto Airport,19,45.08,21.5
CGAR,2/09/2023,Porto Airport,9,46.28,17
CGAR,2/09/2023,Porto Airport,3,50.56,18.8
CGAR,2/09/2023,Porto Airport,21,45.08,26.3
CGAR,2/09/2023,Porto Airport,30,45.08,26.8
EDAR,11/09/2023,Porto Airport,26,31.48,25.3
NBMH,8/09/2023,Porto Airport,22,14.94,8.8
CDMR,22/09/2023,Porto Airport,26,16.36,15.8
NBMH,22/09/2023,Porto Airport,26,14.06,8.8
CWMR,29/09/2023,Porto Airport,26,19.08,22.3
