selection1_name,selection1_url,selection1_address,selection1_date,selection1_Category
Regiena's Spiritual Workshops,https://www.eventfinda.co.nz/2023/regienas-spiritual-workshops/auckland/titirangi,"Lopdell House, Titirangi, Auckland",Sat 24 Jun 1:00pm,Business & Professional
Halloumi & Paneer Cheese Making | Workshop,https://www.eventfinda.co.nz/2023/halloumi-paneer-cheese-making-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 24 Jun 2:00pm,"Food, Gourmet, Wine"
Home Design: Colour 101 | Workshop,https://www.eventfinda.co.nz/2023/home-decor-colour-101-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 24 Jun 1:00pm,"Lifestyle Shows, Expos"
Gently Loved Markets Teens,https://www.eventfinda.co.nz/2023/gently-loved-markets-teens/auckland/kingsland,"Trinity Methodist Church, Kingsland, Auckland",Sat 24 Jun 10:00am,Markets and Fairs
"Waipapa Stream Restoration, Parnell, with Kaipātiki Project",https://www.eventfinda.co.nz/2023/waipapa-stream-restoration-parnell-with-kaipatiki-project/auckland/parnell,"Waipapa Stream, Parnell, Auckland",Sat 24 Jun 10:00am,"Conservation, Environment"
Antique & Collectors Fair,https://www.eventfinda.co.nz/2023/antique-collectors-fair/auckland/clevedon,"Clevedon Community Centre, Clevedon, Auckland",Sat 24 Jun 10:00am,Markets and Fairs
The Magic Faraway Tree – Live On Stage,https://www.eventfinda.co.nz/2023/the-magic-faraway-tree-live-on-stage/auckland/takapuna,"The PumpHouse Theatre, Takapuna, Auckland",Sat 24 Jun 5:00pm,Theatre
Learn about Volunteering in Rodney,https://www.eventfinda.co.nz/2023/learn-about-volunteering-in-rodney/auckland/matakana,"Matakana Hall, Matakana, Auckland",Sat 24 Jun 10:00am,Family & Lifestyle
Winter Pruning | Workshop,https://www.eventfinda.co.nz/2023/winter-pruning-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 24 Jun 10:00am,Mind & Body
Intro to Sign Painting | Workshop,https://www.eventfinda.co.nz/2023/intro-to-sign-painting-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 24 Jun 9:00am,"Ethnic, Multicultural"
Embroidery with Jo Dixey,https://www.eventfinda.co.nz/2023/embroidery-with-jo-dixey/auckland,"New Zealand Maritime Museum, CBD, Auckland",Sat 24 Jun 1:00pm,Family & Lifestyle
Michael Bublé,https://www.eventfinda.co.nz/2023/michael-buble/auckland,"Spark Arena, CBD, Auckland",Sun 25 Jun 8:00pm,Pop
Hoedown at the Ranch,https://www.eventfinda.co.nz/2023/hoedown-at-the-ranch2/auckland/whangaparaoa-peninsula,"Hibiscus Coast RSA, Whangaparaoa Peninsula, Auckland",Sun 25 Jun 4:00pm,Country
"Bach Musica NZ: Poulenc, Rodrigo, Vivaldi, Bramah",https://www.eventfinda.co.nz/2023/bach-musica-nz-poulenc-rodrigo-vivaldi-bramah/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Sun 25 Jun 5:00pm,Classical Music
Fine Food New Zealand 2023,https://www.eventfinda.co.nz/2023/fine-food-new-zealand-2023/auckland/epsom,"Auckland Showgrounds, Epsom, Auckland",Sun 25 Jun 10:00am,Business & Professional
From Broadway to West End,https://www.eventfinda.co.nz/2023/from-broadway-to-west-end/auckland/ellerslie,"C3 Christian City Church, Ellerslie, Auckland",Mon 26 Jun 11:00am,Theatre
"The MBA Journey: Challenges, Opportunities & Personal Growth",https://www.eventfinda.co.nz/2023/journey-to-an-mba-panel-discussion/auckland,"AUT Business School, CBD, Auckland",Tue 27 Jun 6:00pm,Business & Professional
From Broadway to West End,https://www.eventfinda.co.nz/2023/from-broadway-to-west-end/auckland/botany-downs,"St Columba Presbyterian Church, Botany Downs, Auckland",Tue 27 Jun 11:00am,Theatre
Intro to Watercolours | Workshop,https://www.eventfinda.co.nz/2023/intro-to-watercolours-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Tue 27 Jun 9:30am,Mind & Body
Under the Mountain - Auckland’s Volcanoes with Kirsty Webb,https://www.eventfinda.co.nz/2023/under-the-mountain-aucklandrs-volcanoes-with-kirsty-webb/auckland,"Whare Wānanga, CBD, Auckland",Wed 28 Jun 12:00pm,Public Talks & Tours
From Broadway to West End,https://www.eventfinda.co.nz/2023/from-broadway-to-west-end/auckland/mairangi-bay,"Windsor Park Baptist Church, Mairangi Bay, Auckland",Wed 28 Jun 11:00am,Theatre
Casual First Date — An Improvised Comedy Show,https://www.eventfinda.co.nz/2023/casual-first-date-an-improvised-comedy-show/auckland/westmere,"Tiny Theatre, Garnet Station, Westmere, Auckland",Thu 29 Jun 7:30pm,Comedy
From Broadway to West End,https://www.eventfinda.co.nz/2023/from-broadway-to-west-end/auckland/warkworth,"Warkworth Town Hall, Warkworth, Auckland",Thu 29 Jun 11:00am,Theatre
Bollywood Showdown 2023,https://www.eventfinda.co.nz/2023/bollywood-showdown-2023/auckland/freemans-bay,"The Dorothy Winstone Centre, Freemans Bay, Auckland",Fri 30 Jun 7:00pm,Dance
Taylor Tomlinson - The Have It All Tour,https://www.eventfinda.co.nz/2023/taylor-tomlinson-the-have-it-all-tour/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Fri 30 Jun 7:00pm,Comedy
SJD - The Sweetheart Tour Aotearoa,https://www.eventfinda.co.nz/2023/sjd-the-sweetheart-tour-aotearoa/auckland/avondale,"The Hollywood Avondale, Avondale, Auckland",Fri 30 Jun 8:00pm,"Alternative, Indie"
The Underground Best of Britrock - Live & Acoustic,https://www.eventfinda.co.nz/2023/the-underground-best-of-britrock-live-acoustic/auckland,"Northern Line Bar & Social, CBD, Auckland",Fri 30 Jun 8:00pm,Rock
Mātātoa 2023,https://www.eventfinda.co.nz/2023/matatoa-2023/auckland/henderson,"Te Pai Centre, Henderson, Auckland",Sat 1 Jul 5:00am,Fitness
Propaganda - 10 Year Anniversary,https://www.eventfinda.co.nz/2023/propaganda/auckland/freemans-bay,"Sweat Shop Brew Kitchen, Freemans Bay, Auckland",Sat 1 Jul 9:30pm,Electronica
The Underground Best of Britrock,https://www.eventfinda.co.nz/2023/the-underground-best-of-britrock/auckland/newton,"Galatos, Newton, Auckland",Sat 1 Jul 7:00pm,Rock
Waipoua,https://www.eventfinda.co.nz/2023/waipoua/auckland/pakuranga,"Te Tuhi , Pakuranga, Auckland",Sun 2 Jul 5:00pm,Classical Music
Auckland Tuatara v Canterbury Rams,https://www.eventfinda.co.nz/2023/auckland-tuatara-canterbury-rams/auckland/wairau-valley,"Eventfinda Stadium, Wairau Valley, Auckland",Sun 2 Jul 6:00pm,Basketball
Jackie Goes Prima Diva,https://www.eventfinda.co.nz/2023/jackie-goes-prima-diva/auckland/pukekohe,"Harrington Theatre, Pukekohe, Auckland",Sun 2 Jul 6:00pm,Musicals
Cirque du Soleil: Crystal,https://www.eventfinda.co.nz/2023/cirque-du-soleil-crystal/auckland,"Spark Arena, CBD, Auckland",Tue 4 Jul 7:30pm,Circus
Henry Rollins - Good To See You,https://www.eventfinda.co.nz/2023/henry-rollins-good-to-see-you/auckland/devonport,"The Vic Theatre Devonport, Devonport, Auckland",Wed 5 Jul 8:00pm,"Alternative, Indie"
Henry Rollins - Good To See You,https://www.eventfinda.co.nz/2023/henry-rollins-good-to-see-you/auckland,"SkyCity Theatre, CBD, Auckland",Thu 6 Jul 8:00pm,"Alternative, Indie"
Frozen Jr,https://www.eventfinda.co.nz/2023/frozen-jr/auckland/glen-eden,"Playhouse Theatre, Glen Eden, Auckland",Sat 8 Jul 7:00pm,Musicals
Sounds of Samoa - Punialava'a Auckland Show,https://www.eventfinda.co.nz/2023/punialavaa-auckland-show/auckland/manurewa,"Netball Manurewa, Manurewa, Auckland",Sat 8 Jul 6:00pm,Music Festivals
APO | TTCF Opera in Concert: Die tote Stadt,https://www.eventfinda.co.nz/2023/ttcf-opera-in-concert-die-tote-stadt/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Sat 8 Jul 7:30pm,Opera
Wood Fired Mugs,https://www.eventfinda.co.nz/2023/wood-fired-mugs3/auckland/new-lynn,"Wood Fired Pottery School, New Lynn, Auckland",Sat 8 Jul 10:15am,Education
Game Grumps Live - Tournament Of Gamers,https://www.eventfinda.co.nz/2023/game-grumps-live-tournament-of-gamers/auckland/takapuna,"Bruce Mason Centre, Takapuna, Auckland",Sun 9 Jul 8:00pm,"Games, Hobbies"
Basmati Bitch,https://www.eventfinda.co.nz/2023/basmati-bitch/auckland,"Q Theatre, CBD, Auckland",Tue 11 Jul 7:00pm,Theatre
APO | Matariki with Troy Kingi,https://www.eventfinda.co.nz/2023/matariki-with-troy-kingi/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Thu 13 Jul 7:30pm,Pop
Dealing with Difficult People & Situations,https://www.eventfinda.co.nz/2023/dealing-with-difficult-people-situations/auckland/parnell,"The Parnell Hotel & Conference Centre, Parnell, Auckland",Thu 13 Jul 8:30am,Business & Professional
Women's Street Smart Self-Defence Workshop,https://www.eventfinda.co.nz/2023/womens-street-smart-self-defence-workshop-northshore2/auckland/albany,"Massey Uni - Recreation Centre Albany, Albany, Auckland",Sat 15 Jul 9:30am,Mind & Body
Auckland Tuatara v Wellington Saints,https://www.eventfinda.co.nz/2023/auckland-tuatara-wellington-saints/auckland/wairau-valley,"Eventfinda Stadium, Wairau Valley, Auckland",Sun 16 Jul 6:00pm,Basketball
The 2023 Executive Leadership Programme,https://www.eventfinda.co.nz/2023/the-2023-executive-leadership-programme/auckland,"Office CBD, CBD, Auckland",Tue 18 Jul 10:00am,Business & Professional
Lewis Capaldi,https://www.eventfinda.co.nz/2023/lewis-capaldi/auckland,"Spark Arena, CBD, Auckland",Tue 18 Jul 7:00pm,Pop
Drag Bingo - with Anita Wigl'it!,https://www.eventfinda.co.nz/2023/drag-bingo-with-anita-wiglit2/auckland/newton,"Caluzzi Bar & Cabaret, Newton, Auckland",Wed 19 Jul 7:00pm,Comedy
HeritageTalk: Italian Gem in Auckland with Giuseppe Gallina,https://www.eventfinda.co.nz/2023/italian-gem-in-auckland-with-giuseppe-gallina/auckland,"Whare Wānanga, CBD, Auckland",Wed 19 Jul 12:00pm,Public Talks & Tours
APO | Bayleys Great Classics: Might & Majesty,https://www.eventfinda.co.nz/2023/bayleys-great-classics-might-majesty/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Thu 20 Jul 7:30pm,Classical Music
Beats By Bingo,https://www.eventfinda.co.nz/2023/beats-by-bingo/auckland/mt-eden,"The Horse and Trap, Mt Eden, Auckland",Thu 20 Jul 7:30pm,"Quiz, Karaoke"
Dubtastic -Part of Elemental AKL,https://www.eventfinda.co.nz/2023/dubtastic-part-of-elemental-akl/auckland/ponsonby,"Covert Theatre, Ponsonby, Auckland",Fri 21 Jul 7:30pm,Theatre
Winetopia Auckland 2023,https://www.eventfinda.co.nz/2023/winetopia-auckland-2023/auckland,"Viaduct Events Centre, CBD, Auckland",Fri 21 Jul 5:00pm,"Food, Gourmet, Wine"
Step Out - Peter Urlich Swingin' Sextet,https://www.eventfinda.co.nz/2023/step-out-peter-urlich-swingin-sextet/auckland/takapuna,"Regatta Bar & Eatery, Takapuna, Auckland",Sat 22 Jul 7:00pm,"Swing, Big Bands"
Singles Night on the Shore,https://www.eventfinda.co.nz/2023/singles-night-on-the-shore/auckland/takapuna,"Takapuna Cricket Club, Takapuna, Auckland",Sat 22 Jul 6:30pm,Bar DJs
APO | Community Classics South: Song & Dance,https://www.eventfinda.co.nz/2023/apo-community-classics-south-song-dance/auckland/manukau-city,"Sir Woolf Fisher Arena Due Drop Events Centre, Manukau City, Auckland",Sat 22 Jul 3:00pm,Classical Music
Wonderland Glow Show,https://www.eventfinda.co.nz/2023/wonderland-glow-show/auckland/orewa,"Centrestage Theatre, Orewa, Auckland",Sat 22 Jul 10:00am,Theatre
APO | In Your Neighbourhood: Schubert's String Quintet,https://www.eventfinda.co.nz/2023/apo-in-your-neighbourhood-schuberts-string-quintet/auckland/titirangi,"Titirangi War Memorial Hall, Titirangi, Auckland",Mon 24 Jul 6:30pm,Classical Music
APO | In Your Neighbourhood: Schubert's String Quintet,https://www.eventfinda.co.nz/2023/apo-in-your-neighbourhood-schuberts-string-quintet/auckland/st-heliers,"St Heliers Church & Community Centre‎, St Heliers, Auckland",Tue 25 Jul 6:30pm,Classical Music
The Developing Brain - Auckland,https://www.eventfinda.co.nz/2023/the-developing-brain-auckland/auckland/orewa,"Orewa North Primary School, Orewa, Auckland",Wed 26 Jul 7:30pm,Public Talks & Tours
HeritageTalk: How to Use DigitalNZ with Kelly Dix,https://www.eventfinda.co.nz/2023/heritagetalk-how-to-use-digitalnz-with-kelly-dix/auckland,"Whare Wānanga, CBD, Auckland",Wed 26 Jul 12:00pm,Public Talks & Tours
Lizzo | Auckland,https://www.eventfinda.co.nz/2023/lizzo-auckland/auckland,"Spark Arena, CBD, Auckland",Wed 26 Jul 7:00pm,Pop
AYP Social & Networking Drinks,https://www.eventfinda.co.nz/2023/ayp-social-drinks/auckland/freemans-bay,"Sweat Shop Brew Kitchen, Freemans Bay, Auckland",Wed 26 Jul 5:30pm,Business & Professional
The Auckland Food Show 2023,https://www.eventfinda.co.nz/2023/the-auckland-food-show-2023/auckland/epsom,"Auckland Showgrounds, Epsom, Auckland",Thu 27 Jul 10:00am,"Food, Gourmet, Wine"
Swag On The Beat | Auckland,https://www.eventfinda.co.nz/2023/swag-on-the-beat-auckland/auckland/takapuna,"Bruce Mason Centre, Takapuna, Auckland",Fri 28 Jul 7:00pm,Comedy
Stetson Club Chet OConnell,https://www.eventfinda.co.nz/2023/stetson-club-chet-oconnell/auckland/dairy-flat,"Dairy Flat Community Hall, Dairy Flat, Auckland",Fri 28 Jul 7:30pm,Country
Viva Las Vegas - A Night With The Talented David Pomeroy,https://www.eventfinda.co.nz/2023/viva-las-vegas-night-with-the-talented-david-pomeroy/auckland/whangaparaoa-peninsula,"Hibiscus Coast RSA, Whangaparaoa Peninsula, Auckland",Fri 28 Jul 7:00pm,Pop
"Jen Cloher • I Am The River, The River Is Me Release • AKL",https://www.eventfinda.co.nz/2023/jen-cloher-i-am-the-river-the-river-is-me-release-akl/auckland/newton,"Whammy Bar, Newton, Auckland",Sat 29 Jul 8:00pm,"Alternative, Indie"
West Auckland (Kumeu) Junior Tough Guy and Gal Challenge,https://www.eventfinda.co.nz/2023/west-auckland-kumeu-junior-tough-guy-and-gal-challenge/auckland/kumeu,"Kumeu Showgrounds, Kumeu, Auckland",Tue 1 Aug 8:00am,Fun Runs & Walks
HeritageTalk: Settling the Waikato with Marie Hickey,https://www.eventfinda.co.nz/2023/heritagetalk-settling-the-waikato-with-marie-hickey/auckland,"Whare Wānanga, CBD, Auckland",Wed 2 Aug 12:00pm,Public Talks & Tours
APO | The NZ Herald Premier Series: Brahms 1,https://www.eventfinda.co.nz/2023/apo-the-nz-herald-premier-series-brahms-1/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Thu 3 Aug 7:00pm,Classical Music
Mrs Exquisite NZ 2023,https://www.eventfinda.co.nz/2023/mrs-exquisite-nz/auckland/mangere,"Māngere Arts Centre - Ngā Tohu o Uenuku, Mangere, Auckland",Sat 5 Aug 11:00am,Fashion
Come Together - Fleetwood Mac's Rumours,https://www.eventfinda.co.nz/2023/come-together-fleetwood-macs-rumours/auckland,"Kiri Te Kanawa Theatre - Aotea Centre, CBD, Auckland",Sat 5 Aug 8:00pm,Rock
Auckland Tough Guy and Gal Challenge,https://www.eventfinda.co.nz/2023/auckland-tough-guy-and-gal-challenge/auckland/kumeu,"Kumeu Showgrounds, Kumeu, Auckland",Sat 5 Aug 8:00am,Fun Runs & Walks
Auckland Singles Night,https://www.eventfinda.co.nz/2023/auckland-singles-night/auckland/remuera,"Remuera Club, Remuera, Auckland",Sat 5 Aug 6:30pm,Bar DJs
Two-day Lighting & Sound Design Workshop with Glen Mortensen,https://www.eventfinda.co.nz/2023/two-day-lighting-sound-design-workshop-with-glen-mortensen/auckland/pakuranga,"Howick Little Theatre, Pakuranga, Auckland",Sat 5 Aug 10:00am,Education
Introduction to Playwriting workshop with Paul Kalburgi,https://www.eventfinda.co.nz/2022/introduction-to-playwriting-with-uk-writer-paul-kalburgi/auckland/pakuranga,"Howick Little Theatre, Pakuranga, Auckland",Tue 8 Aug 7:00pm,Education
Lightscapes,https://www.eventfinda.co.nz/2023/lightscapes/auckland,"Kiri Te Kanawa Theatre - Aotea Centre, CBD, Auckland",Thu 10 Aug 7:30pm,Ballet
2023 Auckland Family History Expo,https://www.eventfinda.co.nz/2023/2023-auckland-family-history-expo/auckland/three-kings,"Fickling Convention Centre, Three Kings, Auckland",Fri 11 Aug 5:00pm,Public Talks & Tours
Things That Matter,https://www.eventfinda.co.nz/2023/things-that-matter/auckland,"ASB Waterfront Theatre, CBD, Auckland",Fri 11 Aug 7:00pm,Theatre
2023 NZ International Building Expo & Summit - Auckland,https://www.eventfinda.co.nz/2023/2023-nz-international-building-expo-summit-auckland/auckland/manukau-city,"Sir Woolf Fisher Arena Due Drop Events Centre, Manukau City, Auckland",Fri 11 Aug 9:30am,Business & Professional
ABBA Heaven! Tribute Band,https://www.eventfinda.co.nz/2023/abba-heaven-tribute-band/auckland/glenfield,"The Postman's Leg, Glenfield, Auckland",Sat 12 Aug 8:00pm,"Covers, Tribute Bands"
Auckland Record Fair,https://www.eventfinda.co.nz/2023/auckland-record-fair2/auckland/freemans-bay,"Freeman's Bay Community Hall, Freemans Bay, Auckland",Sat 12 Aug 9:00am,Markets and Fairs
APO | Carnival of the Animals,https://www.eventfinda.co.nz/2023/carnival-of-the-animals/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Sat 12 Aug 2:00am,Classical Music
Hamilton & Houstoun,https://www.eventfinda.co.nz/2023/hamilton-houstoun/auckland/manukau-city,"BNZ Theatre at Due Drop Events Centre, Manukau City, Auckland",Sun 13 Aug 5:00pm,Classical Music
APO | Bayleys Great Classics: Shostakovich 5,https://www.eventfinda.co.nz/2023/bayleys-great-classics-shostakovich-5/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Thu 17 Aug 7:30pm,Classical Music
Thinking Matters Auckland Conference 2023,https://www.eventfinda.co.nz/2023/thinking-matters-conference-2023-sean-mcdowell/auckland/ellerslie,"C3 Christian City Church, Ellerslie, Auckland",Fri 18 Aug 7:00pm,Family & Lifestyle
The Oboe & the Italian,https://www.eventfinda.co.nz/2023/the-oboe-the-italian/auckland,"St Matthew-in-the-City, CBD, Auckland",Sun 20 Aug 2:30pm,Classical Music
Glasshouse Market,https://www.eventfinda.co.nz/2023/glasshouse-market/auckland/morningside,"Morningside Glasshouse, Morningside, Auckland",Sun 20 Aug 10:00am,Markets and Fairs
Creative Talks: David Veart Historian and Writer,https://www.eventfinda.co.nz/2023/creative-talks-david-veart-historian-and-writer/auckland/takapuna,"The PumpHouse Theatre, Takapuna, Auckland",Mon 21 Aug 7:00pm,Public Talks & Tours
J.I.D,https://www.eventfinda.co.nz/2023/j-i-d/auckland,"Shed 10, CBD, Auckland",Wed 23 Aug 8:00pm,"Hip Hop, Rap"
Last Night of the Proms,https://www.eventfinda.co.nz/2023/last-night-of-the-proms/auckland/mairangi-bay,"Windsor Park Baptist Church, Mairangi Bay, Auckland",Wed 23 Aug 11:00am,Theatre
APO | The NZ Herald Premier Series: In The Elements,https://www.eventfinda.co.nz/2023/apo-the-nz-herald-premier-series-in-the-elements/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Thu 24 Aug 7:30pm,Classical Music
Last Night of The Proms,https://www.eventfinda.co.nz/2023/last-night-of-the-proms/auckland/warkworth,"Warkworth Town Hall, Warkworth, Auckland",Thu 24 Aug 11:00am,Theatre
The Boss - Bruce Springsteen Experience,https://www.eventfinda.co.nz/2023/the-boss-bruce-springsteen-experience/auckland/takapuna,"Bruce Mason Centre, Takapuna, Auckland",Fri 25 Aug 7:30pm,Classic Rock
The Auckland Vintage Textile Fair,https://www.eventfinda.co.nz/2023/the-auckland-vintage-textile-fair/auckland/epsom,"Alexandra Park Raceway, Epsom, Auckland",Sun 27 Aug 10:00am,Markets and Fairs
C.V Spiritual Holistic & Wellness Expo,https://www.eventfinda.co.nz/2023/crystal-visions-wellness-expo/auckland/te-atatu-peninsula,"Te Atatu Peninsula Community Centre, Te Atatu Peninsula, Auckland",Sun 27 Aug 10:00am,Markets and Fairs
New Zealand Singles Convention,https://www.eventfinda.co.nz/2023/new-zealand-singles-convention/auckland/remuera,"Remuera Club, Remuera, Auckland",Sat 2 Sep 4:00pm,Family & Lifestyle
(m)Orpheus,https://www.eventfinda.co.nz/2023/m-orpheus/auckland,"ASB Waterfront Theatre, CBD, Auckland",Wed 6 Sep 7:30pm,Opera
Singles Night,https://www.eventfinda.co.nz/2023/singles-night/auckland/takapuna,"Takapuna Cricket Club, Takapuna, Auckland",Sat 9 Sep 6:30pm,Bar DJs
Leather Craft | Workshop,https://www.eventfinda.co.nz/2023/leather-craft-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 9 Sep 9:00am,Business & Professional
