car_class,price_change,from_day,to_day,pick_up_month
B-Economy Manual-ECMR (Mazda2),-10,25,25,November
C-Compact Manual-CDMR (Nissan Tiida),-10,25,25,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,25,25,November
H-Economy Automatic-EDAR (Nissan Micra),-10,25,25,November
F-Compact Automatic-CDAR (Nissan Tiida),-10,25,25,November
A-Mini Manual-MDMR (Citroen C1),-10,25,25,December
B-Economy Manual-ECMR (Mazda2),-10,25,25,December
C-Compact Manual-CDMR (Nissan Tiida),-10,25,25,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,25,25,December
H-Economy Automatic-EDAR (Nissan Micra),-10,25,25,December
F-Compact Automatic-CDAR (Nissan Tiida),-10,25,25,December
A-Mini Manual-MDMR (Citroen C1),-10,26,26,January
B-Economy Manual-ECMR (Mazda2),-10,26,26,January
C-Compact Manual-CDMR (Nissan Tiida),-10,26,26,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,26,26,January
H-Economy Automatic-EDAR (Nissan Micra),-10,26,26,January
F-Compact Automatic-CDAR (Nissan Tiida),-10,26,26,January
A-Mini Manual-MDMR (Citroen C1),-10,26,26,February
B-Economy Manual-ECMR (Mazda2),-10,26,26,February
C-Compact Manual-CDMR (Nissan Tiida),-10,26,26,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,26,26,February
H-Economy Automatic-EDAR (Nissan Micra),-10,26,26,February
F-Compact Automatic-CDAR (Nissan Tiida),-10,26,26,February
A-Mini Manual-MDMR (Citroen C1),-10,26,26,March
B-Economy Manual-ECMR (Mazda2),-10,26,26,March
C-Compact Manual-CDMR (Nissan Tiida),-10,26,26,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,26,26,March
H-Economy Automatic-EDAR (Nissan Micra),-10,26,26,March
F-Compact Automatic-CDAR (Nissan Tiida),-10,26,26,March
A-Mini Manual-MDMR (Citroen C1),0,26,26,April
B-Economy Manual-ECMR (Mazda2),0,26,26,April
C-Compact Manual-CDMR (Nissan Tiida),0,26,26,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,26,26,April
H-Economy Automatic-EDAR (Nissan Micra),0,26,26,April
F-Compact Automatic-CDAR (Nissan Tiida),0,26,26,April
A-Mini Manual-MDMR (Citroen C1),0,26,26,May
B-Economy Manual-ECMR (Mazda2),0,26,26,May
C-Compact Manual-CDMR (Nissan Tiida),0,26,26,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,26,26,May
H-Economy Automatic-EDAR (Nissan Micra),0,26,26,May
F-Compact Automatic-CDAR (Nissan Tiida),0,26,26,May
A-Mini Manual-MDMR (Citroen C1),0,26,26,June
B-Economy Manual-ECMR (Mazda2),0,26,26,June
C-Compact Manual-CDMR (Nissan Tiida),0,26,26,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,26,26,June
H-Economy Automatic-EDAR (Nissan Micra),0,26,26,June
F-Compact Automatic-CDAR (Nissan Tiida),0,26,26,June
A-Mini Manual-MDMR (Citroen C1),0,26,26,July
B-Economy Manual-ECMR (Mazda2),0,26,26,July
C-Compact Manual-CDMR (Nissan Tiida),0,26,26,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,26,26,July
H-Economy Automatic-EDAR (Nissan Micra),0,26,26,July
F-Compact Automatic-CDAR (Nissan Tiida),0,26,26,July
A-Mini Manual-MDMR (Citroen C1),0,26,26,August
B-Economy Manual-ECMR (Mazda2),0,26,26,August
C-Compact Manual-CDMR (Nissan Tiida),0,26,26,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,26,26,August
H-Economy Automatic-EDAR (Nissan Micra),0,26,26,August
F-Compact Automatic-CDAR (Nissan Tiida),0,26,26,August
A-Mini Manual-MDMR (Citroen C1),0,26,26,September
B-Economy Manual-ECMR (Mazda2),0,26,26,September
C-Compact Manual-CDMR (Nissan Tiida),0,26,26,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,26,26,September
H-Economy Automatic-EDAR (Nissan Micra),0,26,26,September
F-Compact Automatic-CDAR (Nissan Tiida),0,26,26,September
A-Mini Manual-MDMR (Citroen C1),0,26,26,October
B-Economy Manual-ECMR (Mazda2),0,26,26,October
C-Compact Manual-CDMR (Nissan Tiida),0,26,26,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,26,26,October
H-Economy Automatic-EDAR (Nissan Micra),0,26,26,October
F-Compact Automatic-CDAR (Nissan Tiida),0,26,26,October
A-Mini Manual-MDMR (Citroen C1),-10,26,26,November
B-Economy Manual-ECMR (Mazda2),-10,26,26,November
C-Compact Manual-CDMR (Nissan Tiida),-10,26,26,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,26,26,November
H-Economy Automatic-EDAR (Nissan Micra),-10,26,26,November
F-Compact Automatic-CDAR (Nissan Tiida),-10,26,26,November
A-Mini Manual-MDMR (Citroen C1),-10,26,26,December
B-Economy Manual-ECMR (Mazda2),-10,26,26,December
C-Compact Manual-CDMR (Nissan Tiida),-10,26,26,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,26,26,December
H-Economy Automatic-EDAR (Nissan Micra),-10,26,26,December
F-Compact Automatic-CDAR (Nissan Tiida),-10,26,26,December
A-Mini Manual-MDMR (Citroen C1),-10,27,27,January
B-Economy Manual-ECMR (Mazda2),-10,27,27,January
C-Compact Manual-CDMR (Nissan Tiida),-10,27,27,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,27,27,January
H-Economy Automatic-EDAR (Nissan Micra),-10,27,27,January
F-Compact Automatic-CDAR (Nissan Tiida),-10,27,27,January
A-Mini Manual-MDMR (Citroen C1),-10,27,27,February
B-Economy Manual-ECMR (Mazda2),-10,27,27,February
C-Compact Manual-CDMR (Nissan Tiida),-10,27,27,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,27,27,February
H-Economy Automatic-EDAR (Nissan Micra),-10,27,27,February
F-Compact Automatic-CDAR (Nissan Tiida),-10,27,27,February
A-Mini Manual-MDMR (Citroen C1),-10,27,27,March
B-Economy Manual-ECMR (Mazda2),-10,27,27,March
C-Compact Manual-CDMR (Nissan Tiida),-10,27,27,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,27,27,March
H-Economy Automatic-EDAR (Nissan Micra),-10,27,27,March
F-Compact Automatic-CDAR (Nissan Tiida),-10,27,27,March
A-Mini Manual-MDMR (Citroen C1),0,27,27,April
B-Economy Manual-ECMR (Mazda2),0,27,27,April
C-Compact Manual-CDMR (Nissan Tiida),0,27,27,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,27,27,April
H-Economy Automatic-EDAR (Nissan Micra),0,27,27,April
F-Compact Automatic-CDAR (Nissan Tiida),0,27,27,April
A-Mini Manual-MDMR (Citroen C1),0,27,27,May
B-Economy Manual-ECMR (Mazda2),0,27,27,May
C-Compact Manual-CDMR (Nissan Tiida),0,27,27,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,27,27,May
H-Economy Automatic-EDAR (Nissan Micra),0,27,27,May
F-Compact Automatic-CDAR (Nissan Tiida),0,27,27,May
A-Mini Manual-MDMR (Citroen C1),0,27,27,June
B-Economy Manual-ECMR (Mazda2),0,27,27,June
C-Compact Manual-CDMR (Nissan Tiida),0,27,27,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,27,27,June
H-Economy Automatic-EDAR (Nissan Micra),0,27,27,June
F-Compact Automatic-CDAR (Nissan Tiida),0,27,27,June
A-Mini Manual-MDMR (Citroen C1),0,27,27,July
B-Economy Manual-ECMR (Mazda2),0,27,27,July
C-Compact Manual-CDMR (Nissan Tiida),0,27,27,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,27,27,July
H-Economy Automatic-EDAR (Nissan Micra),0,27,27,July
F-Compact Automatic-CDAR (Nissan Tiida),0,27,27,July
A-Mini Manual-MDMR (Citroen C1),0,27,27,August
B-Economy Manual-ECMR (Mazda2),0,27,27,August
C-Compact Manual-CDMR (Nissan Tiida),0,27,27,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,27,27,August
H-Economy Automatic-EDAR (Nissan Micra),0,27,27,August
F-Compact Automatic-CDAR (Nissan Tiida),0,27,27,August
A-Mini Manual-MDMR (Citroen C1),0,27,27,September
B-Economy Manual-ECMR (Mazda2),0,27,27,September
C-Compact Manual-CDMR (Nissan Tiida),0,27,27,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,27,27,September
H-Economy Automatic-EDAR (Nissan Micra),0,27,27,September
F-Compact Automatic-CDAR (Nissan Tiida),0,27,27,September
A-Mini Manual-MDMR (Citroen C1),0,27,27,October
B-Economy Manual-ECMR (Mazda2),0,27,27,October
C-Compact Manual-CDMR (Nissan Tiida),0,27,27,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,27,27,October
H-Economy Automatic-EDAR (Nissan Micra),0,27,27,October
F-Compact Automatic-CDAR (Nissan Tiida),0,27,27,October
A-Mini Manual-MDMR (Citroen C1),-10,27,27,November
B-Economy Manual-ECMR (Mazda2),-10,27,27,November
C-Compact Manual-CDMR (Nissan Tiida),-10,27,27,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,27,27,November
H-Economy Automatic-EDAR (Nissan Micra),-10,27,27,November
F-Compact Automatic-CDAR (Nissan Tiida),-10,27,27,November
A-Mini Manual-MDMR (Citroen C1),-10,27,27,December
B-Economy Manual-ECMR (Mazda2),-10,27,27,December
C-Compact Manual-CDMR (Nissan Tiida),-10,27,27,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,27,27,December
H-Economy Automatic-EDAR (Nissan Micra),-10,27,27,December
F-Compact Automatic-CDAR (Nissan Tiida),-10,27,27,December
A-Mini Manual-MDMR (Citroen C1),-10,28,30,January
B-Economy Manual-ECMR (Mazda2),-10,28,30,January
C-Compact Manual-CDMR (Nissan Tiida),-10,28,30,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,28,30,January
H-Economy Automatic-EDAR (Nissan Micra),-10,28,30,January
F-Compact Automatic-CDAR (Nissan Tiida),-10,28,30,January
A-Mini Manual-MDMR (Citroen C1),-10,28,30,February
B-Economy Manual-ECMR (Mazda2),-10,28,30,February
C-Compact Manual-CDMR (Nissan Tiida),-10,28,30,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,28,30,February
H-Economy Automatic-EDAR (Nissan Micra),-10,28,30,February
F-Compact Automatic-CDAR (Nissan Tiida),-10,28,30,February
A-Mini Manual-MDMR (Citroen C1),-10,28,30,March
B-Economy Manual-ECMR (Mazda2),-10,28,30,March
C-Compact Manual-CDMR (Nissan Tiida),-10,28,30,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,28,30,March
H-Economy Automatic-EDAR (Nissan Micra),-10,28,30,March
F-Compact Automatic-CDAR (Nissan Tiida),-10,28,30,March
A-Mini Manual-MDMR (Citroen C1),0,28,30,April
B-Economy Manual-ECMR (Mazda2),0,28,30,April
C-Compact Manual-CDMR (Nissan Tiida),0,28,30,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,28,30,April
H-Economy Automatic-EDAR (Nissan Micra),0,28,30,April
F-Compact Automatic-CDAR (Nissan Tiida),0,28,30,April
A-Mini Manual-MDMR (Citroen C1),0,28,30,May
B-Economy Manual-ECMR (Mazda2),0,28,30,May
C-Compact Manual-CDMR (Nissan Tiida),0,28,30,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,28,30,May
H-Economy Automatic-EDAR (Nissan Micra),0,28,30,May
F-Compact Automatic-CDAR (Nissan Tiida),0,28,30,May
A-Mini Manual-MDMR (Citroen C1),0,28,30,June
B-Economy Manual-ECMR (Mazda2),0,28,30,June
C-Compact Manual-CDMR (Nissan Tiida),0,28,30,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,28,30,June
H-Economy Automatic-EDAR (Nissan Micra),0,28,30,June
F-Compact Automatic-CDAR (Nissan Tiida),0,28,30,June
A-Mini Manual-MDMR (Citroen C1),0,28,30,July
B-Economy Manual-ECMR (Mazda2),0,28,30,July
C-Compact Manual-CDMR (Nissan Tiida),0,28,30,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,28,30,July
H-Economy Automatic-EDAR (Nissan Micra),0,28,30,July
F-Compact Automatic-CDAR (Nissan Tiida),0,28,30,July
A-Mini Manual-MDMR (Citroen C1),0,28,30,August
B-Economy Manual-ECMR (Mazda2),0,28,30,August
C-Compact Manual-CDMR (Nissan Tiida),0,28,30,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,28,30,August
H-Economy Automatic-EDAR (Nissan Micra),0,28,30,August
F-Compact Automatic-CDAR (Nissan Tiida),0,28,30,August
A-Mini Manual-MDMR (Citroen C1),0,28,30,September
B-Economy Manual-ECMR (Mazda2),0,28,30,September
C-Compact Manual-CDMR (Nissan Tiida),0,28,30,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,28,30,September
H-Economy Automatic-EDAR (Nissan Micra),0,28,30,September
F-Compact Automatic-CDAR (Nissan Tiida),0,28,30,September
A-Mini Manual-MDMR (Citroen C1),0,28,30,October
B-Economy Manual-ECMR (Mazda2),0,28,30,October
C-Compact Manual-CDMR (Nissan Tiida),0,28,30,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,28,30,October
H-Economy Automatic-EDAR (Nissan Micra),0,28,30,October
F-Compact Automatic-CDAR (Nissan Tiida),0,28,30,October
A-Mini Manual-MDMR (Citroen C1),-10,28,30,November
B-Economy Manual-ECMR (Mazda2),-10,28,30,November
C-Compact Manual-CDMR (Nissan Tiida),-10,28,30,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,28,30,November
H-Economy Automatic-EDAR (Nissan Micra),-10,28,30,November
F-Compact Automatic-CDAR (Nissan Tiida),-10,28,30,November
A-Mini Manual-MDMR (Citroen C1),-10,28,30,December
B-Economy Manual-ECMR (Mazda2),-10,28,30,December
C-Compact Manual-CDMR (Nissan Tiida),-10,28,30,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,28,30,December
H-Economy Automatic-EDAR (Nissan Micra),-10,28,30,December
F-Compact Automatic-CDAR (Nissan Tiida),-10,28,30,December
